Model,MAE_val,RMSE_val,MAE_test,RMSE_test
LinearRegression,0.7714880712867962,1.015973651234234,0.7639172264209735,1.0132423877755787
DecisionTreeRegressor,1.2477725118483414,1.9050929496797346,1.2439810426540285,1.8929227131883293
