Model,Threshold,Split,Accuracy,F1,ROC_AUC
XGBoost,0.5,val,0.7706161137440758,0.6158730158730159,0.8301497695852534
XGBoost,0.48999999999999994,val,0.7696682464454976,0.6173228346456693,0.8301497695852534
XGBoost,0.5,test,0.7374407582938388,0.587183308494784,0.824437788018433
XGBoost,0.48999999999999994,test,0.7364928909952607,0.5911764705882353,0.824437788018433
